shard_id,year,month,family,query,query_slug,start_ts,end_ts,start_date,end_date
broad_ai-2022-01-artificial-intelligence,2022,01,broad_ai,artificial intelligence,artificial-intelligence,1640995200,1643673600,2022-01-01,2022-02-01
broad_ai-2022-01-machine-learning,2022,01,broad_ai,machine learning,machine-learning,1640995200,1643673600,2022-01-01,2022-02-01
broad_ai-2022-01-deep-learning,2022,01,broad_ai,deep learning,deep-learning,1640995200,1643673600,2022-01-01,2022-02-01
broad_ai-2022-01-neural-network,2022,01,broad_ai,neural network,neural-network,1640995200,1643673600,2022-01-01,2022-02-01
foundation_models-2022-01-gpt,2022,01,foundation_models,gpt,gpt,1640995200,1643673600,2022-01-01,2022-02-01
foundation_models-2022-01-llm,2022,01,foundation_models,llm,llm,1640995200,1643673600,2022-01-01,2022-02-01
foundation_models-2022-01-chatgpt,2022,01,foundation_models,chatgpt,chatgpt,1640995200,1643673600,2022-01-01,2022-02-01
foundation_models-2022-01-openai,2022,01,foundation_models,openai,openai,1640995200,1643673600,2022-01-01,2022-02-01
foundation_models-2022-01-claude,2022,01,foundation_models,claude,claude,1640995200,1643673600,2022-01-01,2022-02-01
foundation_models-2022-01-gemini,2022,01,foundation_models,gemini,gemini,1640995200,1643673600,2022-01-01,2022-02-01
doomer-2022-01-ai-safety,2022,01,doomer,ai safety,ai-safety,1640995200,1643673600,2022-01-01,2022-02-01
doomer-2022-01-alignment,2022,01,doomer,alignment,alignment,1640995200,1643673600,2022-01-01,2022-02-01
doomer-2022-01-misalignment,2022,01,doomer,misalignment,misalignment,1640995200,1643673600,2022-01-01,2022-02-01
doomer-2022-01-existential-risk,2022,01,doomer,existential risk,existential-risk,1640995200,1643673600,2022-01-01,2022-02-01
doomer-2022-01-x-risk,2022,01,doomer,x-risk,x-risk,1640995200,1643673600,2022-01-01,2022-02-01
doomer-2022-01-p-doom,2022,01,doomer,p(doom),p-doom,1640995200,1643673600,2022-01-01,2022-02-01
accelerationist-2022-01-e-acc,2022,01,accelerationist,e/acc,e-acc,1640995200,1643673600,2022-01-01,2022-02-01
accelerationist-2022-01-accelerationism,2022,01,accelerationist,accelerationism,accelerationism,1640995200,1643673600,2022-01-01,2022-02-01
accelerationist-2022-01-techno-optimism,2022,01,accelerationist,techno-optimism,techno-optimism,1640995200,1643673600,2022-01-01,2022-02-01
accelerationist-2022-01-abundance-agenda,2022,01,accelerationist,abundance agenda,abundance-agenda,1640995200,1643673600,2022-01-01,2022-02-01
accelerationist-2022-01-abundance,2022,01,accelerationist,abundance,abundance,1640995200,1643673600,2022-01-01,2022-02-01
broad_ai-2022-02-artificial-intelligence,2022,02,broad_ai,artificial intelligence,artificial-intelligence,1643673600,1646092800,2022-02-01,2022-03-01
broad_ai-2022-02-machine-learning,2022,02,broad_ai,machine learning,machine-learning,1643673600,1646092800,2022-02-01,2022-03-01
broad_ai-2022-02-deep-learning,2022,02,broad_ai,deep learning,deep-learning,1643673600,1646092800,2022-02-01,2022-03-01
broad_ai-2022-02-neural-network,2022,02,broad_ai,neural network,neural-network,1643673600,1646092800,2022-02-01,2022-03-01
foundation_models-2022-02-gpt,2022,02,foundation_models,gpt,gpt,1643673600,1646092800,2022-02-01,2022-03-01
foundation_models-2022-02-llm,2022,02,foundation_models,llm,llm,1643673600,1646092800,2022-02-01,2022-03-01
foundation_models-2022-02-chatgpt,2022,02,foundation_models,chatgpt,chatgpt,1643673600,1646092800,2022-02-01,2022-03-01
foundation_models-2022-02-openai,2022,02,foundation_models,openai,openai,1643673600,1646092800,2022-02-01,2022-03-01
foundation_models-2022-02-claude,2022,02,foundation_models,claude,claude,1643673600,1646092800,2022-02-01,2022-03-01
foundation_models-2022-02-gemini,2022,02,foundation_models,gemini,gemini,1643673600,1646092800,2022-02-01,2022-03-01
doomer-2022-02-ai-safety,2022,02,doomer,ai safety,ai-safety,1643673600,1646092800,2022-02-01,2022-03-01
doomer-2022-02-alignment,2022,02,doomer,alignment,alignment,1643673600,1646092800,2022-02-01,2022-03-01
doomer-2022-02-misalignment,2022,02,doomer,misalignment,misalignment,1643673600,1646092800,2022-02-01,2022-03-01
doomer-2022-02-existential-risk,2022,02,doomer,existential risk,existential-risk,1643673600,1646092800,2022-02-01,2022-03-01
doomer-2022-02-x-risk,2022,02,doomer,x-risk,x-risk,1643673600,1646092800,2022-02-01,2022-03-01
doomer-2022-02-p-doom,2022,02,doomer,p(doom),p-doom,1643673600,1646092800,2022-02-01,2022-03-01
accelerationist-2022-02-e-acc,2022,02,accelerationist,e/acc,e-acc,1643673600,1646092800,2022-02-01,2022-03-01
accelerationist-2022-02-accelerationism,2022,02,accelerationist,accelerationism,accelerationism,1643673600,1646092800,2022-02-01,2022-03-01
accelerationist-2022-02-techno-optimism,2022,02,accelerationist,techno-optimism,techno-optimism,1643673600,1646092800,2022-02-01,2022-03-01
accelerationist-2022-02-abundance-agenda,2022,02,accelerationist,abundance agenda,abundance-agenda,1643673600,1646092800,2022-02-01,2022-03-01
accelerationist-2022-02-abundance,2022,02,accelerationist,abundance,abundance,1643673600,1646092800,2022-02-01,2022-03-01
broad_ai-2022-03-artificial-intelligence,2022,03,broad_ai,artificial intelligence,artificial-intelligence,1646092800,1648771200,2022-03-01,2022-04-01
broad_ai-2022-03-machine-learning,2022,03,broad_ai,machine learning,machine-learning,1646092800,1648771200,2022-03-01,2022-04-01
broad_ai-2022-03-deep-learning,2022,03,broad_ai,deep learning,deep-learning,1646092800,1648771200,2022-03-01,2022-04-01
broad_ai-2022-03-neural-network,2022,03,broad_ai,neural network,neural-network,1646092800,1648771200,2022-03-01,2022-04-01
foundation_models-2022-03-gpt,2022,03,foundation_models,gpt,gpt,1646092800,1648771200,2022-03-01,2022-04-01
foundation_models-2022-03-llm,2022,03,foundation_models,llm,llm,1646092800,1648771200,2022-03-01,2022-04-01
foundation_models-2022-03-chatgpt,2022,03,foundation_models,chatgpt,chatgpt,1646092800,1648771200,2022-03-01,2022-04-01
foundation_models-2022-03-openai,2022,03,foundation_models,openai,openai,1646092800,1648771200,2022-03-01,2022-04-01
foundation_models-2022-03-claude,2022,03,foundation_models,claude,claude,1646092800,1648771200,2022-03-01,2022-04-01
foundation_models-2022-03-gemini,2022,03,foundation_models,gemini,gemini,1646092800,1648771200,2022-03-01,2022-04-01
doomer-2022-03-ai-safety,2022,03,doomer,ai safety,ai-safety,1646092800,1648771200,2022-03-01,2022-04-01
doomer-2022-03-alignment,2022,03,doomer,alignment,alignment,1646092800,1648771200,2022-03-01,2022-04-01
doomer-2022-03-misalignment,2022,03,doomer,misalignment,misalignment,1646092800,1648771200,2022-03-01,2022-04-01
doomer-2022-03-existential-risk,2022,03,doomer,existential risk,existential-risk,1646092800,1648771200,2022-03-01,2022-04-01
doomer-2022-03-x-risk,2022,03,doomer,x-risk,x-risk,1646092800,1648771200,2022-03-01,2022-04-01
doomer-2022-03-p-doom,2022,03,doomer,p(doom),p-doom,1646092800,1648771200,2022-03-01,2022-04-01
accelerationist-2022-03-e-acc,2022,03,accelerationist,e/acc,e-acc,1646092800,1648771200,2022-03-01,2022-04-01
accelerationist-2022-03-accelerationism,2022,03,accelerationist,accelerationism,accelerationism,1646092800,1648771200,2022-03-01,2022-04-01
accelerationist-2022-03-techno-optimism,2022,03,accelerationist,techno-optimism,techno-optimism,1646092800,1648771200,2022-03-01,2022-04-01
accelerationist-2022-03-abundance-agenda,2022,03,accelerationist,abundance agenda,abundance-agenda,1646092800,1648771200,2022-03-01,2022-04-01
accelerationist-2022-03-abundance,2022,03,accelerationist,abundance,abundance,1646092800,1648771200,2022-03-01,2022-04-01
broad_ai-2022-04-artificial-intelligence,2022,04,broad_ai,artificial intelligence,artificial-intelligence,1648771200,1651363200,2022-04-01,2022-05-01
broad_ai-2022-04-machine-learning,2022,04,broad_ai,machine learning,machine-learning,1648771200,1651363200,2022-04-01,2022-05-01
broad_ai-2022-04-deep-learning,2022,04,broad_ai,deep learning,deep-learning,1648771200,1651363200,2022-04-01,2022-05-01
broad_ai-2022-04-neural-network,2022,04,broad_ai,neural network,neural-network,1648771200,1651363200,2022-04-01,2022-05-01
foundation_models-2022-04-gpt,2022,04,foundation_models,gpt,gpt,1648771200,1651363200,2022-04-01,2022-05-01
foundation_models-2022-04-llm,2022,04,foundation_models,llm,llm,1648771200,1651363200,2022-04-01,2022-05-01
foundation_models-2022-04-chatgpt,2022,04,foundation_models,chatgpt,chatgpt,1648771200,1651363200,2022-04-01,2022-05-01
foundation_models-2022-04-openai,2022,04,foundation_models,openai,openai,1648771200,1651363200,2022-04-01,2022-05-01
foundation_models-2022-04-claude,2022,04,foundation_models,claude,claude,1648771200,1651363200,2022-04-01,2022-05-01
foundation_models-2022-04-gemini,2022,04,foundation_models,gemini,gemini,1648771200,1651363200,2022-04-01,2022-05-01
doomer-2022-04-ai-safety,2022,04,doomer,ai safety,ai-safety,1648771200,1651363200,2022-04-01,2022-05-01
doomer-2022-04-alignment,2022,04,doomer,alignment,alignment,1648771200,1651363200,2022-04-01,2022-05-01
doomer-2022-04-misalignment,2022,04,doomer,misalignment,misalignment,1648771200,1651363200,2022-04-01,2022-05-01
doomer-2022-04-existential-risk,2022,04,doomer,existential risk,existential-risk,1648771200,1651363200,2022-04-01,2022-05-01
doomer-2022-04-x-risk,2022,04,doomer,x-risk,x-risk,1648771200,1651363200,2022-04-01,2022-05-01
doomer-2022-04-p-doom,2022,04,doomer,p(doom),p-doom,1648771200,1651363200,2022-04-01,2022-05-01
accelerationist-2022-04-e-acc,2022,04,accelerationist,e/acc,e-acc,1648771200,1651363200,2022-04-01,2022-05-01
accelerationist-2022-04-accelerationism,2022,04,accelerationist,accelerationism,accelerationism,1648771200,1651363200,2022-04-01,2022-05-01
accelerationist-2022-04-techno-optimism,2022,04,accelerationist,techno-optimism,techno-optimism,1648771200,1651363200,2022-04-01,2022-05-01
accelerationist-2022-04-abundance-agenda,2022,04,accelerationist,abundance agenda,abundance-agenda,1648771200,1651363200,2022-04-01,2022-05-01
accelerationist-2022-04-abundance,2022,04,accelerationist,abundance,abundance,1648771200,1651363200,2022-04-01,2022-05-01
broad_ai-2022-05-artificial-intelligence,2022,05,broad_ai,artificial intelligence,artificial-intelligence,1651363200,1654041600,2022-05-01,2022-06-01
broad_ai-2022-05-machine-learning,2022,05,broad_ai,machine learning,machine-learning,1651363200,1654041600,2022-05-01,2022-06-01
broad_ai-2022-05-deep-learning,2022,05,broad_ai,deep learning,deep-learning,1651363200,1654041600,2022-05-01,2022-06-01
broad_ai-2022-05-neural-network,2022,05,broad_ai,neural network,neural-network,1651363200,1654041600,2022-05-01,2022-06-01
foundation_models-2022-05-gpt,2022,05,foundation_models,gpt,gpt,1651363200,1654041600,2022-05-01,2022-06-01
foundation_models-2022-05-llm,2022,05,foundation_models,llm,llm,1651363200,1654041600,2022-05-01,2022-06-01
foundation_models-2022-05-chatgpt,2022,05,foundation_models,chatgpt,chatgpt,1651363200,1654041600,2022-05-01,2022-06-01
foundation_models-2022-05-openai,2022,05,foundation_models,openai,openai,1651363200,1654041600,2022-05-01,2022-06-01
foundation_models-2022-05-claude,2022,05,foundation_models,claude,claude,1651363200,1654041600,2022-05-01,2022-06-01
foundation_models-2022-05-gemini,2022,05,foundation_models,gemini,gemini,1651363200,1654041600,2022-05-01,2022-06-01
doomer-2022-05-ai-safety,2022,05,doomer,ai safety,ai-safety,1651363200,1654041600,2022-05-01,2022-06-01
doomer-2022-05-alignment,2022,05,doomer,alignment,alignment,1651363200,1654041600,2022-05-01,2022-06-01
doomer-2022-05-misalignment,2022,05,doomer,misalignment,misalignment,1651363200,1654041600,2022-05-01,2022-06-01
doomer-2022-05-existential-risk,2022,05,doomer,existential risk,existential-risk,1651363200,1654041600,2022-05-01,2022-06-01
doomer-2022-05-x-risk,2022,05,doomer,x-risk,x-risk,1651363200,1654041600,2022-05-01,2022-06-01
doomer-2022-05-p-doom,2022,05,doomer,p(doom),p-doom,1651363200,1654041600,2022-05-01,2022-06-01
accelerationist-2022-05-e-acc,2022,05,accelerationist,e/acc,e-acc,1651363200,1654041600,2022-05-01,2022-06-01
accelerationist-2022-05-accelerationism,2022,05,accelerationist,accelerationism,accelerationism,1651363200,1654041600,2022-05-01,2022-06-01
accelerationist-2022-05-techno-optimism,2022,05,accelerationist,techno-optimism,techno-optimism,1651363200,1654041600,2022-05-01,2022-06-01
accelerationist-2022-05-abundance-agenda,2022,05,accelerationist,abundance agenda,abundance-agenda,1651363200,1654041600,2022-05-01,2022-06-01
accelerationist-2022-05-abundance,2022,05,accelerationist,abundance,abundance,1651363200,1654041600,2022-05-01,2022-06-01
broad_ai-2022-06-artificial-intelligence,2022,06,broad_ai,artificial intelligence,artificial-intelligence,1654041600,1656633600,2022-06-01,2022-07-01
broad_ai-2022-06-machine-learning,2022,06,broad_ai,machine learning,machine-learning,1654041600,1656633600,2022-06-01,2022-07-01
broad_ai-2022-06-deep-learning,2022,06,broad_ai,deep learning,deep-learning,1654041600,1656633600,2022-06-01,2022-07-01
broad_ai-2022-06-neural-network,2022,06,broad_ai,neural network,neural-network,1654041600,1656633600,2022-06-01,2022-07-01
foundation_models-2022-06-gpt,2022,06,foundation_models,gpt,gpt,1654041600,1656633600,2022-06-01,2022-07-01
foundation_models-2022-06-llm,2022,06,foundation_models,llm,llm,1654041600,1656633600,2022-06-01,2022-07-01
foundation_models-2022-06-chatgpt,2022,06,foundation_models,chatgpt,chatgpt,1654041600,1656633600,2022-06-01,2022-07-01
foundation_models-2022-06-openai,2022,06,foundation_models,openai,openai,1654041600,1656633600,2022-06-01,2022-07-01
foundation_models-2022-06-claude,2022,06,foundation_models,claude,claude,1654041600,1656633600,2022-06-01,2022-07-01
foundation_models-2022-06-gemini,2022,06,foundation_models,gemini,gemini,1654041600,1656633600,2022-06-01,2022-07-01
doomer-2022-06-ai-safety,2022,06,doomer,ai safety,ai-safety,1654041600,1656633600,2022-06-01,2022-07-01
doomer-2022-06-alignment,2022,06,doomer,alignment,alignment,1654041600,1656633600,2022-06-01,2022-07-01
doomer-2022-06-misalignment,2022,06,doomer,misalignment,misalignment,1654041600,1656633600,2022-06-01,2022-07-01
doomer-2022-06-existential-risk,2022,06,doomer,existential risk,existential-risk,1654041600,1656633600,2022-06-01,2022-07-01
doomer-2022-06-x-risk,2022,06,doomer,x-risk,x-risk,1654041600,1656633600,2022-06-01,2022-07-01
doomer-2022-06-p-doom,2022,06,doomer,p(doom),p-doom,1654041600,1656633600,2022-06-01,2022-07-01
accelerationist-2022-06-e-acc,2022,06,accelerationist,e/acc,e-acc,1654041600,1656633600,2022-06-01,2022-07-01
accelerationist-2022-06-accelerationism,2022,06,accelerationist,accelerationism,accelerationism,1654041600,1656633600,2022-06-01,2022-07-01
accelerationist-2022-06-techno-optimism,2022,06,accelerationist,techno-optimism,techno-optimism,1654041600,1656633600,2022-06-01,2022-07-01
accelerationist-2022-06-abundance-agenda,2022,06,accelerationist,abundance agenda,abundance-agenda,1654041600,1656633600,2022-06-01,2022-07-01
accelerationist-2022-06-abundance,2022,06,accelerationist,abundance,abundance,1654041600,1656633600,2022-06-01,2022-07-01
broad_ai-2022-07-artificial-intelligence,2022,07,broad_ai,artificial intelligence,artificial-intelligence,1656633600,1659312000,2022-07-01,2022-08-01
broad_ai-2022-07-machine-learning,2022,07,broad_ai,machine learning,machine-learning,1656633600,1659312000,2022-07-01,2022-08-01
broad_ai-2022-07-deep-learning,2022,07,broad_ai,deep learning,deep-learning,1656633600,1659312000,2022-07-01,2022-08-01
broad_ai-2022-07-neural-network,2022,07,broad_ai,neural network,neural-network,1656633600,1659312000,2022-07-01,2022-08-01
foundation_models-2022-07-gpt,2022,07,foundation_models,gpt,gpt,1656633600,1659312000,2022-07-01,2022-08-01
foundation_models-2022-07-llm,2022,07,foundation_models,llm,llm,1656633600,1659312000,2022-07-01,2022-08-01
foundation_models-2022-07-chatgpt,2022,07,foundation_models,chatgpt,chatgpt,1656633600,1659312000,2022-07-01,2022-08-01
foundation_models-2022-07-openai,2022,07,foundation_models,openai,openai,1656633600,1659312000,2022-07-01,2022-08-01
foundation_models-2022-07-claude,2022,07,foundation_models,claude,claude,1656633600,1659312000,2022-07-01,2022-08-01
foundation_models-2022-07-gemini,2022,07,foundation_models,gemini,gemini,1656633600,1659312000,2022-07-01,2022-08-01
doomer-2022-07-ai-safety,2022,07,doomer,ai safety,ai-safety,1656633600,1659312000,2022-07-01,2022-08-01
doomer-2022-07-alignment,2022,07,doomer,alignment,alignment,1656633600,1659312000,2022-07-01,2022-08-01
doomer-2022-07-misalignment,2022,07,doomer,misalignment,misalignment,1656633600,1659312000,2022-07-01,2022-08-01
doomer-2022-07-existential-risk,2022,07,doomer,existential risk,existential-risk,1656633600,1659312000,2022-07-01,2022-08-01
doomer-2022-07-x-risk,2022,07,doomer,x-risk,x-risk,1656633600,1659312000,2022-07-01,2022-08-01
doomer-2022-07-p-doom,2022,07,doomer,p(doom),p-doom,1656633600,1659312000,2022-07-01,2022-08-01
accelerationist-2022-07-e-acc,2022,07,accelerationist,e/acc,e-acc,1656633600,1659312000,2022-07-01,2022-08-01
accelerationist-2022-07-accelerationism,2022,07,accelerationist,accelerationism,accelerationism,1656633600,1659312000,2022-07-01,2022-08-01
accelerationist-2022-07-techno-optimism,2022,07,accelerationist,techno-optimism,techno-optimism,1656633600,1659312000,2022-07-01,2022-08-01
accelerationist-2022-07-abundance-agenda,2022,07,accelerationist,abundance agenda,abundance-agenda,1656633600,1659312000,2022-07-01,2022-08-01
accelerationist-2022-07-abundance,2022,07,accelerationist,abundance,abundance,1656633600,1659312000,2022-07-01,2022-08-01
broad_ai-2022-08-artificial-intelligence,2022,08,broad_ai,artificial intelligence,artificial-intelligence,1659312000,1661990400,2022-08-01,2022-09-01
broad_ai-2022-08-machine-learning,2022,08,broad_ai,machine learning,machine-learning,1659312000,1661990400,2022-08-01,2022-09-01
broad_ai-2022-08-deep-learning,2022,08,broad_ai,deep learning,deep-learning,1659312000,1661990400,2022-08-01,2022-09-01
broad_ai-2022-08-neural-network,2022,08,broad_ai,neural network,neural-network,1659312000,1661990400,2022-08-01,2022-09-01
foundation_models-2022-08-gpt,2022,08,foundation_models,gpt,gpt,1659312000,1661990400,2022-08-01,2022-09-01
foundation_models-2022-08-llm,2022,08,foundation_models,llm,llm,1659312000,1661990400,2022-08-01,2022-09-01
foundation_models-2022-08-chatgpt,2022,08,foundation_models,chatgpt,chatgpt,1659312000,1661990400,2022-08-01,2022-09-01
foundation_models-2022-08-openai,2022,08,foundation_models,openai,openai,1659312000,1661990400,2022-08-01,2022-09-01
foundation_models-2022-08-claude,2022,08,foundation_models,claude,claude,1659312000,1661990400,2022-08-01,2022-09-01
foundation_models-2022-08-gemini,2022,08,foundation_models,gemini,gemini,1659312000,1661990400,2022-08-01,2022-09-01
doomer-2022-08-ai-safety,2022,08,doomer,ai safety,ai-safety,1659312000,1661990400,2022-08-01,2022-09-01
doomer-2022-08-alignment,2022,08,doomer,alignment,alignment,1659312000,1661990400,2022-08-01,2022-09-01
doomer-2022-08-misalignment,2022,08,doomer,misalignment,misalignment,1659312000,1661990400,2022-08-01,2022-09-01
doomer-2022-08-existential-risk,2022,08,doomer,existential risk,existential-risk,1659312000,1661990400,2022-08-01,2022-09-01
doomer-2022-08-x-risk,2022,08,doomer,x-risk,x-risk,1659312000,1661990400,2022-08-01,2022-09-01
doomer-2022-08-p-doom,2022,08,doomer,p(doom),p-doom,1659312000,1661990400,2022-08-01,2022-09-01
accelerationist-2022-08-e-acc,2022,08,accelerationist,e/acc,e-acc,1659312000,1661990400,2022-08-01,2022-09-01
accelerationist-2022-08-accelerationism,2022,08,accelerationist,accelerationism,accelerationism,1659312000,1661990400,2022-08-01,2022-09-01
accelerationist-2022-08-techno-optimism,2022,08,accelerationist,techno-optimism,techno-optimism,1659312000,1661990400,2022-08-01,2022-09-01
accelerationist-2022-08-abundance-agenda,2022,08,accelerationist,abundance agenda,abundance-agenda,1659312000,1661990400,2022-08-01,2022-09-01
accelerationist-2022-08-abundance,2022,08,accelerationist,abundance,abundance,1659312000,1661990400,2022-08-01,2022-09-01
broad_ai-2022-09-artificial-intelligence,2022,09,broad_ai,artificial intelligence,artificial-intelligence,1661990400,1664582400,2022-09-01,2022-10-01
broad_ai-2022-09-machine-learning,2022,09,broad_ai,machine learning,machine-learning,1661990400,1664582400,2022-09-01,2022-10-01
broad_ai-2022-09-deep-learning,2022,09,broad_ai,deep learning,deep-learning,1661990400,1664582400,2022-09-01,2022-10-01
broad_ai-2022-09-neural-network,2022,09,broad_ai,neural network,neural-network,1661990400,1664582400,2022-09-01,2022-10-01
foundation_models-2022-09-gpt,2022,09,foundation_models,gpt,gpt,1661990400,1664582400,2022-09-01,2022-10-01
foundation_models-2022-09-llm,2022,09,foundation_models,llm,llm,1661990400,1664582400,2022-09-01,2022-10-01
foundation_models-2022-09-chatgpt,2022,09,foundation_models,chatgpt,chatgpt,1661990400,1664582400,2022-09-01,2022-10-01
foundation_models-2022-09-openai,2022,09,foundation_models,openai,openai,1661990400,1664582400,2022-09-01,2022-10-01
foundation_models-2022-09-claude,2022,09,foundation_models,claude,claude,1661990400,1664582400,2022-09-01,2022-10-01
foundation_models-2022-09-gemini,2022,09,foundation_models,gemini,gemini,1661990400,1664582400,2022-09-01,2022-10-01
doomer-2022-09-ai-safety,2022,09,doomer,ai safety,ai-safety,1661990400,1664582400,2022-09-01,2022-10-01
doomer-2022-09-alignment,2022,09,doomer,alignment,alignment,1661990400,1664582400,2022-09-01,2022-10-01
doomer-2022-09-misalignment,2022,09,doomer,misalignment,misalignment,1661990400,1664582400,2022-09-01,2022-10-01
doomer-2022-09-existential-risk,2022,09,doomer,existential risk,existential-risk,1661990400,1664582400,2022-09-01,2022-10-01
doomer-2022-09-x-risk,2022,09,doomer,x-risk,x-risk,1661990400,1664582400,2022-09-01,2022-10-01
doomer-2022-09-p-doom,2022,09,doomer,p(doom),p-doom,1661990400,1664582400,2022-09-01,2022-10-01
accelerationist-2022-09-e-acc,2022,09,accelerationist,e/acc,e-acc,1661990400,1664582400,2022-09-01,2022-10-01
accelerationist-2022-09-accelerationism,2022,09,accelerationist,accelerationism,accelerationism,1661990400,1664582400,2022-09-01,2022-10-01
accelerationist-2022-09-techno-optimism,2022,09,accelerationist,techno-optimism,techno-optimism,1661990400,1664582400,2022-09-01,2022-10-01
accelerationist-2022-09-abundance-agenda,2022,09,accelerationist,abundance agenda,abundance-agenda,1661990400,1664582400,2022-09-01,2022-10-01
